MCC/MNC,Ext.,Name,username,password,Number,APN,Auth Mode,DNS1,DNS2
40486,,Vodafone Connect,,,*99#,www,2,,
40485,,RTL GSM Net,,,*99#,smartnet,2,,
40485,,Reliance NetConnect,,,*99#,rcomnet,2,,
40484,,Vodafone Connect,,,*99#,www,2,,
40483,,RTL GSM Net,,,*99#,smartnet,2,,
40483,,Reliance NetConnect,,,*99#,rcomnet,2,,
40482,,Idea Internet,,,*99#,internet,2,,
40481,,BSNL NET,,,*99#,bsnlnet,2,,
40480,,BSNL NET,,,*99#,bsnlnet,2,,
40479,,BSNL NET,,,*99#,bsnlnet,2,,
40478,,Idea Internet,,,*99#,internet,2,,
40477,,BSNL NET,,,*99#,bsnlnet,2,,
40476,,BSNL NET,,,*99#,bsnlnet,2,,
40475,,BSNL NET,,,*99#,bsnlnet,2,,
40474,,BSNL NET,,,*99#,bsnlnet,2,,
40473,,BSNL NET,,,*99#,bsnlnet,2,,
40472,,BSNL NET,,,*99#,bsnlnet,2,,
40471,,BSNL NET,,,*99#,bsnlnet,2,,
40470,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40469,,MTNL Mumbai,mtnl,mtnl123,*99#,gprsmtnlmum,2,,
40469,,MTNL Mumbai Prepaid,mtnl,mtnl123,*99#,gprsppsmum,2,,
40469,,MTNL 3G,mtnl,mtnl123,*99#,mtnl3g,2,,
40469,,MTNL 3G Prepaid,mtnl,mtnl123,*99#,pps3g,2,,
40468,,MTNL Delhi,mtnl,mtnl123,*99#,gprsmtnldel,2,,
40468,,MTNL Delhi Prepaid,mtnl,mtnl123,*99#,gprsppsdel,2,,
40468,,MTNL 3G,mtnl,mtnl123,*99#,mtnl3g,2,,
40468,,MTNL 3G Prepaid,mtnl,mtnl123,*99#,pps3g,2,,
40467,,RTL GSM Net,,,*99#,smartnet,2,,
40467,,Reliance NetConnect,,,*99#,rcomnet,2,,
40466,,BSNL NET,,,*99#,bsnlnet,2,,
40464,,BSNL NET,,,*99#,bsnlnet,2,,
40462,,BSNL NET,,,*99#,bsnlnet,2,,
40460,,Vodafone Connect,,,*99#,www,2,,
40459,,BSNL NET,,,*99#,bsnlnet,2,,
40458,,BSNL NET,,,*99#,bsnlnet,2,,
40457,,BSNL NET,,,*99#,bsnlnet,2,,
40456,,Idea Internet,,,*99#,internet,2,,
40455,,BSNL NET,,,*99#,bsnlnet,2,,
40454,,BSNL NET,,,*99#,bsnlnet,2,,
40453,,BSNL NET,,,*99#,bsnlnet,2,,
40452,,RTL GSM Net,,,*99#,smartnet,2,,
40452,,Reliance NetConnect,,,*99#,rcomnet,2,,
40451,,BSNL NET,,,*99#,bsnlnet,2,,
40450,,RTL GSM Net,,,*99#,smartnet,2,,
40450,,Reliance NetConnect,,,*99#,rcomnet,2,,
40449,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40446,,Vodafone Connect,,,*99#,www,2,,
40445,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40444,,Idea Internet,,,*99#,internet,2,,
40443,,Vodafone Connect,,,*99#,www,2,,
40442,,Aircel Online TN Postpaid,,,*99#,aircelgprs.po,2,,
40442,,Aircel Online TN Prepaid,,,*99#,aircelgprs.pr,2,,
40442,,Aircel Online,,,*99#,aircelgprs,2,,
40441,,Aircel Online TN Postpaid,,,*99#,aircelgprs.po,2,,
40441,,Aircel Online TN Prepaid,,,*99#,aircelgprs.pr,2,,
40441,,Aircel Online,,,*99#,aircelgprs,2,,
40440,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40438,,BSNL NET,,,*99#,bsnlnet,2,,
40437,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40437,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40437,,Aircel Online,,,*99#,aircelgprs,2,,
40436,,RTL GSM Net,,,*99#,smartnet,2,,
40436,,Reliance NetConnect,,,*99#,rcomnet,2,,
40435,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40435,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40435,,Aircel Online,,,*99#,aircelgprs,2,,
40434,,BSNL NET,,,*99#,bsnlnet,2,,
40433,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40433,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40433,,Aircel Online,,,*99#,aircelgprs,2,,
40431,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40430,,Vodafone Connect,,,*99#,www,2,,
40429,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40429,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40429,,Aircel Online,,,*99#,aircelgprs,2,,
40428,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40428,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40428,,Aircel Online,,,*99#,aircelgprs,2,,
40427,,Vodafone Connect,,,*99#,www,2,,
40425,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40425,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40425,,Aircel Online,,,*99#,aircelgprs,2,,
40424,,Idea Internet,,,*99#,internet,2,,
40422,,Idea Internet,,,*99#,internet,2,,
40421,,Loop Internet,,,*99#,www,1,,
40420,,Vodafone Connect,,,*99#,www,2,,
40419,,Idea Internet,,,*99#,internet,2,,
40418,,RTL GSM Net,,,*99#,smartnet,2,,
40418,,Reliance NetConnect,,,*99#,rcomnet,2,,
40417,,Aircel Online Postpaid,,,*99#,aircelwebpost,2,,
40417,,Aircel Online Prepaid,,,*99#,aircelweb,2,,
40417,,Aircel Online,,,*99#,aircelgprs,2,,
40416,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40415,,Vodafone Connect,,,*99#,www,2,,
40414,,Idea Internet,,,*99#,internet,2,,
40413,,Vodafone Connect,,,*99#,www,2,,
40412,,Idea Internet,,,*99#,internet,2,,
40411,,Vodafone Connect,,,*99#,www,2,,
40410,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40409,,RTL GSM Net,,,*99#,smartnet,2,,
40409,,Reliance NetConnect,,,*99#,rcomnet,2,,
40407,,Idea Internet,,,*99#,internet,2,,
40405,,Vodafone Connect,,,*99#,www,2,,
40404,,Idea Internet,,,*99#,internet,2,,
40403,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40402,,Airtel Mobile Office,,,*99#,airtelgprs.com,2,,
40401,,Vodafone Connect,,,*99#,www,2,,
40177,007,ALTEL 4G,,,*99#,internet,0,,
40177,11,ALTEL 4G,,,*99#,internet,0,,
40177,,TELE2 4G,,,*99#,internet.tele2.kz,0,,
40107,,ALTEL 4G,,,*99#,internet,0,,
40102,,Kcell Internet,,,*99#,internet,0,,
40101,,Beeline KZ,,,*99#,internet.beeline.kz,0,,
40004,,Nar,Nar,Nar,*99#,Nar,0,,
40002,,Bakcell,,,*99#,internet.bakcell.com,0,,
40001,,Azercell,,,*99#,internet,0,,
37635,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
37635,,FLOW Postpaid Internet,,,*99#,internet,0,,
37635,,LIME INTERNET,,,*99#,internet,0,,
37635,,LIME PPINTERNET,,,*99#,ppinternet,0,,
37413,,DIGICEL INTERNET,,,*99#,web,0,,
37412,,LIME INTERNET,,,*99#,internet,0,,
37412,,LIME PPINTERNET,,,*99#,ppinternet,0,,
37412,,Blink,,,*99#,ltemwa,0,,
37202,,Digicel Web,,,*99#,web,0,,
37202,,Digicel WebHA,,,*99#,internet.ha,0,,
37201,,DIGICEL INTERNET,,,*99#,web,0,,
37201,,Digicel WebHA,,,*99#,internet.ha,0,,
37002,,Internet Móvil Claro,,,*99#,internet.ideasclaro.com.do,1,,
37001,,Orange Net,orange,orange,*99#,orangenet.com.do,0,,
37001,,Orange Internet,orange,orange,*99#,orangeinternet,0,,
36611,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
36611,,LIME INTERNET,,,*99#,internet,0,,
36611,,LIME PPINTERNET,,,*99#,ppinternet,0,,
36584,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
36584,,FLOW Postpaid Internet,,,*99#,internet,0,,
36584,,LIME INTERNET,,,*99#,internet,0,,
36584,,LIME PPINTERNET,,,*99#,ppinternet,0,,
36449,,Bealiv Internet,,,*99#,pda.newcomobile.com,0,,
36439,,BTC INTERNET,,,*99#,internet.btcbahamas.com,0,,
36320,,Digicel Web,,,*99#,web,0,,
36302,,Digicel Web,,,*99#,web,0,,
36302,,DIGICEL INTERNET,,,*99#,web,0,,
36269,,Digicel Web,,,*99#,web,0,,
36269,,DIGICEL INTERNET,,,*99#,web,0,,
36011,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
36011,,FLOW Postpaid Internet,,,*99#,internet,0,,
36011,,LIME INTERNET,,,*99#,internet,0,,
36011,,LIME PPINTERNET,,,*99#,ppinternet,0,,
36007,,Digicel Web,,,*99#,web,0,,
35811,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
35811,,FLOW Postpaid Internet,,,*99#,internet,0,,
35811,,LIME INTERNET,,,*99#,internet,0,,
35811,,LIME PPINTERNET,,,*99#,ppinternet,0,,
35805,,Digicel Web,,,*99#,web,0,,
35611,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
35611,,FLOW Postpaid Internet,,,*99#,internet,0,,
35611,,LIME INTERNET,,,*99#,internet,0,,
35611,,LIME PPINTERNET,,,*99#,ppinternet,0,,
35486,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
35486,,FLOW Postpaid Internet,,,*99#,internet,0,,
35486,,LIME INTERNET,,,*99#,internet,0,,
35486,,LIME PPINTERNET,,,*99#,ppinternet,0,,
35230,,Digicelbermuda,,,*99***1#,web.digicelbermuda.com,1,,
35211,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
35211,,FLOW Postpaid Internet,,,*99#,internet,0,,
35211,,LIME INTERNET,,,*99#,internet,0,,
35211,,LIME PPINTERNET,,,*99#,ppinternet,0,,
35203,,Digicel Web,,,*99#,web,0,,
34877,,DIGICEL INTERNET,,,*99#,web,0,,
34817,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
34817,,FLOW Postpaid Internet,,,*99#,internet,0,,
34817,,LIME INTERNET,,,*99#,internet,0,,
34817,,LIME PPINTERNET,,,*99#,ppinternet,0,,
34614,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
34614,,FLOW Postpaid Internet,,,*99#,internet,0,,
34614,,LIME INTERNET,,,*99#,internet,0,,
34614,,LIME PPINTERNET,,,*99#,ppinternet,0,,
34492,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
34492,,FLOW Postpaid Internet,,,*99#,internet,0,,
34492,,LIME INTERNET,,,*99#,internet,0,,
34492,,LIME PPINTERNET,,,*99#,ppinternet,0,,
34260,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
34260,,FLOW Postpaid Internet,,,*99#,internet,0,,
34260,,LIME INTERNET,,,*99#,internet,0,,
34260,,LIME PPINTERNET,,,*99#,ppinternet,0,,
34020,,DIGICEL INTERNET,,,*99#,web.digicelfr.com,0,,
33818,,FLOW Prepaid Internet,,,*99#,ppinternet,0,,
33818,,FLOW Postpaid Internet,,,*99#,internet,0,,
33818,,LIME INTERNET,,,*99#,internet,0,,
33818,,LIME PPINTERNET,,,*99#,ppinternet,0,,
33805,0837,Digicel LTE,,,*99#,internet.tc,0,,
33805,0834,Digicel LTE,,,*99#,internet.ag,0,,
33805,06,Digicel LTE,,,*99#,internet,0,,
33805,00,Digicel Web,,,*99#,web.digiceljamaica.com,0,,
33805,,Digicel Samoa #3,,,*99#,web.digicelsamoa.ws,2,,
33805,,Digicel Web,,,*99#,web,0,,
33490,,Nextel Internet,,,*99#,datacard.nexteldata.com.mx,0,,
33450,,Internet,iusacellgsm,iusacellgsm,*99#,web.iusacellgsm.mx,0,,
33403,,Movistar WIFI,,,*99#,aaaft.movistar.mx,0,,
29703,,mtelinternet,internet,068,*99#,mtelinternet,2,,
29702,,Telekom Internet,38267,38267,*99#,tmcg-data,1,,
29702,,Telekom Internet 4G,38267,38267,*99#,tmcg-4g,1,,
29701,,Flat internet,,,*99#,flat,0,,
29701,,Telenor INTERNET MNE,gprs,gprs,*99#,internet,0,,
29505,,mobilkom,fl1@mbb-global.com,fl1,*99#,mbb-global.com,0,,
29502,,Salt.li,,,*99#,internet-ofl,0,,
29403,,VIP Internet,vipoperator,vipoperator,*99#,vipoperator,2,,
29402,,ONE Internet,,,*99#,internet,0,,
29401,,TM MK Internet,internet,t-mobile,*99#,internet,1,,
29370,,INTERNET,,,*99#,internet,2,,
29364,,T-2,,,*99#,internet.t-2.net,2,,
29341,,Mobilni Internet,mobitel,internet,*99#,internet,2,,
29340,,Si.mobil,simobil,internet,*99#,internet.simobil.si,2,,
29001,,TELE Greenland,,,*99#,internet,2,,
28806,,Faroe Telecom,,,*99#,internet,0,,
28603,,Avea Internet,,,*99#,internet,2,,
28602,,Vodafone Internet,vodafone,vodafone,*99#,internet,0,,
28601,,Turkcell 3G,,,*99#,mgb,2,,
28601,,Turkcell Internet,,,*99#,Internet,2,,
28601,,Turkcell 3G Statik IP,,,*99#,mgbs,2,,
28413,,MAX 4G LTE,,,*99#,apn.maxtelecom.bg,0,,
28411,,Bulsatcom,,,*99#,bulsat.com,0,,
28405,,Telenor Internet,,,*99#,telenorbg,0,,
28403,,Internet Browsing,vivacom,vivacom,*99#,internet.vivacom.bg,0,,
28401,,Mtel Internet GPRS,,,*99#,inet-gprs.mtel.bg,0,,
28310,,Internet,,,*99#,internet.orange,0,,
28305,,MTS-Internet,,,*99#,connect.vivacell.am,2,,
28301,,Internet,,,*99#,Internet.beeline.am,0,,
28203,,Beeline,,,*99#,internet.ge.beeline.net,2,,
28202,,MagtiCom,,,*99#,internet,2,,
28201,,Geocell,,,*99#,internet,2,,
28020,,PrimeTel,,,*99#,ip.primetel,0,,
28010,,MTN Mobile Broadband,,,*99#,internet,0,,
28010,,CallSat,,,*99#,internet,0,,
28001,,Cyta,,,*99#,cytamobile,0,,
28001,,Geocell Connect,,,*99#,Internet,2,,
27877,,melitaweb,,,*99#,web.melita,0,,
27821,,gointernet,,,*99#,gointernet,0,,
27821,,gosurfing,,,*99#,gosurfing,0,,
27821,,rtgsurfing,internet,internet,*99#,rtgsurfing,0,,
27801,,Vodafone Malta,internet,internet,*99#,Internet,1,,
27411,,NOVA INTERNET,,,*99#,internet.nova.is,2,,
27402,,Vodafone Internet,,,*99#,vmc.gprs.is,0,,
27401,,Siminn internet,,,*99#,internet,0,,
27216,,Internet,,,*99#,Internet,0,,
27211,,Tesco Mobile,,,*99#,tmidata,1,,
27205,,Three Ireland,,,*99#,3Internet,1,,
27203,,Broadband to go,,,*99#,broadband.mymeteor.ie,2,,
27202,,Three Mobile Broadband,o2bb,Password,*99#,Open.Internet,1,,
27201,,Vodafone IE PAYG,vodafone,vodafone,*99#,hs.vodafone.ie,0,,
27099,,Orange Lux,,,*99#,orange.lu,0,,
27077,,Tango,tango,tango,*99#,internet,0,,
27001,,POST Internet,,,*99#,web.pt.lu,0,,
26806,,internet,,,*99#,internet,2,,
26803,,NOS Internet Movel,,,*99#,,2,,
26801,,Vodafone Internet,vodafone,vodafone,*99#,internet.vodafone.pt,2,,
26207,,o2 Internet,,,*99#,internet,1,,
26203,,E-Plus Internet,eplus,web,*99#,internet.eplus.de,1,,
26203,,E-Plus Tagesflat,eplus,web,*99#,tagesflat.eplus.de,1,,
26202,,Vodafone Web,,,*99#,web.vodafone.de,2,,
26202,,Vodafone Websession,,,*99#,event.vodafone.de,2,,
26202,,otelo,,,*99#,data.otelo.de,2,,
26202,,otelo Websession,,,*99#,event.otelo.de,2,,
26201,,Telekom LTE,tm,tm,*99#,internet.telekom,1,,
26201,,Telekom 3G/2G,tm,tm,*99#,internet.t-mobile,1,,
26012,,Cyfrowy Polsat,,,*99#,internet.cp,2,,
26007,,Netia,,,*99#,internet,0,,
26006,0,FooConnect,openroamer.com,,*99#,openroamer.com,0,,
26006,,PLAY,,,*99#,internet,2,,
26003,,Orange PL,internet,internet,*99#,internet,2,,
26002,,T-Mobile,,,*99#,internet,2,,
26001,,Plus,,,*99#,internet,1,,
25905,,Unite Postpay,,,*99#,internet.unite.md,0,,
25905,,Unite Prepay,,,*99#,internet3g.unite.md,0,,
25902,,Moldcell,,,*99#,internet,0,,
25901,,Orange Internet,,,*99#,internet,0,,
25704,,life internet,,,*99#,internet.life.com.by,0,,
25702,,mts-internet,mts,mts,*99#,mts,1,,
25701,,Internet velcom,,,*99#,vmi.velcom.by,1,,
25701,,Internet PRIVET,,,*99#,wap.privet.by,1,,
25506,,life,,,*99#,Internet,2,,
25503,,Internet Prepaid,,,*99#,www.ab.kyivstar.net,2,,
25503,,Internet Djuice,,,*99#,www.djuice.com.ua,2,,
25503,,Internet XL,,,*99#,xl.kyivstar.net,2,,
25503,,Internet 3G,,,*99#,3g.kyivstar.net,2,,
25503,,Internet Contract,,,*99#,www.kyivstar.net,2,,
25501,,HyperActive,,,*99#,active,2,,
25501,,Hyper.NET,,,*99#,hyper.net,2,,
25501,,Mobile GPRS Internet,,,*99#,www.umc.ua,2,,
25099,,Beeline internet,beeline,beeline,*99#,internet.beeline.ru,1,,
25099,,Beeline home,beeline,beeline,*99#,home.beeline.ru,1,,
25054,,Internet,,,*99#,internet.letai.ru,0,,
25039,,Rostelecom,,,*99#,internet.rt.ru,0,,
25038,,Rostelecom,,,*99#,internet.rt.ru,0,,
25027,,Internet,,,*99#,internet.letai.ru,0,,
25020,,TELE2 Internet,,,*99#,internet.tele2.ru,0,,
25017,,Rostelecom,,,*99#,internet.rt.ru,0,,
25011,,YOTA,,,*99#,yota.ru,0,,
25007,,Internet,,,*99#,internet.letai.ru,0,,
25002,,Megafon,,,*99#,internet,0,,
25001,,MTS-Internet,mts,mts,*99#,internet.mts.ru,2,,
25001,,MTS,mts,mts,*99#,internet.MTS.ru,2,,
25001,,mts-internet,mts,mts,*99#,mts,2,,
24803,,Tele2 Internet,wap,wap,*99#,internet.tele2.ee,0,,
24803,,Tele2 Staatiline IP,wap,wap,*99#,static.tele2.ee,0,,
24802,,elisa EE internet,,,*99#,internet,0,,
24801,,EMT Internet,,,*99#,internet.emt.ee,0,,
24705,,Bite LV,,,*99#,internet,0,,
24702,,Tele2 Internet,wap,wap,*99#,internet.tele2.lv,0,,
24701,,LMT Internet,,,*99#,internet.lmt.lv,0,,
24603,,Tele2 Internetas 1,wap,wap,*99#,mobileinternet.tele2.lt,0,,
24603,,Tele2 Internetas 2,wap,wap,*99#,data.tele2.lt,0,,
24602,,Bite LT,,,*99#,internet,0,,
24601,,Omnitel,omni,omni,*99#,omnitel,0,,
24491,,Sonera,,,*99#,internet,2,,
24421,,Saunalahti,,,*99#,internet.saunalahti,2,,
24412,16,DNA,,,*99#,data.dna.fi,0,,
24412,13,DNA,,,*99#,prepaid.dna.fi,0,,
24412,11,DNA,,,*99#,data.dna.fi,0,,
24412,10,DNA,,,*99#,data.dna.fi,0,,
24405,,Elisa,,,*99#,internet,2,,
24209,,Com4,,,*99#,com4,0,,
24208,,TDC NO,,,*99#,Internet.no,0,,
24205,95,My Call,,,*99#,internet,0,,
24205,08,One Call,,,*99#,internet,0,,
24205,07,One Call,,,*99#,internet,0,,
24205,,NWN internett,,,*99#,internet,0,,
24202,,Telia N,,,*99#,internet.telia.no,0,,
24201,,Telenor,,,*99#,telenor.smart,0,,
24014,,TDC SE,,,*99#,Internet.se,0,,
24008,,Telenor Mobilsurf,,,*99#,internet.telenor.se,2,,
24007,,Tele2,,,*99#,4g.tele2.se,0,,
24002,,3 SE,,,*99#,bredband.tre.se,2,,
24001,,Telia,,,*99#,online.telia.se,0,,
23820,96,Siminn DK,,,*99#,websp,2,,
23820,94,Call me,,,*99#,websp,2,,
23820,93,DLG Tele,,,*99#,websp,2,,
23820,,Telia DK,,,*99#,www.internet.mtelia.dk,2,,
23806,009,Oister DK,,,*99#,bredband.oister.dk,2,,
23806,,3 DK,,,*99#,bredband.tre.dk,2,,
23802,80,BiBoB,,,*99#,internet,2,,
23802,28,Lebara DK,,,*99#,internet,2,,
23802,27,CBB,,,*99#,internet,2,,
23802,25,CBB,,,*99#,internet,2,,
23802,,Telenor DK,,,*99#,internet,2,,
23801,381,Telmore,,,*99#,internet,2,,
23801,374,YouSee,,,*99#,internet,2,,
23801,362,YouSee,,,*99#,internet,2,,
23801,343,Fullrate,,,*99#,internet,2,,
23801,312,M1,,,*99#,internet,2,,
23801,72,TDC SE,,,*99#,Internet.se,2,,
23801,71,TDC NO,,,*99#,Internet.no,2,,
23801,01,TDC DK,,,*99#,internet,0,,
23594,,3 UK,,,*99#,3internet,1,,
23486,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23455,,Sure,,,*99#,internet,0,,
23455,,Sure Hi Speed Internet,,,*99#,hidata,0,,
23450,,Jersey Telecom,,JT GLOBAL,*99#,pepper,0,,
23434,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23433,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23433,,CTExcelbiz,,,*99#,tslpaygnet,0,,
23432,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23431,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23430,,Everywhere,eesecure,secure,*99#,everywhere,1,,
23420,,3 UK,,,*99#,3internet,1,,
23415,,Other Pay monthly,web,web,*99#,wap.vodafone.co.uk,1,,
23415,,Vodafone PAYMONTHLY,web,web,*99#,internet,1,,
23415,,Vodafone PAYGPPBUNDLE,web,web,*99#,PPBUNDLE.INTERNET,1,,
23415,,Vodafone PAYGSMART,web,web,*99#,SMART,1,,
23415,,Vodafone PAYGPPINTERNET,web,web,*99#,PP.INTERNET,1,,
23415,,Other Pay as you go,web,web,*99#,pp.vodafone.co.uk,1,,
23415,,BT,bt,bt,*99#,btmobile.bt.com,1,,
23410,,O2PAYMONTHLY,o2web,password,*99#,mobile.o2.co.uk,1,,
23410,,O2PAYG,o2bb,password,*99#,m-bb.o2.co.uk,1,,
23403,,Jersey Airtel,,,*99#,airtel-ci-gprs.com,0,,
23219,,Tele2 Web,,,*99#,internet.tele2.at,0,,
23218,,simpli,,,*99#,smartspace,0,,
23213,,UPC mobile internet,,,*99#,Internet.at.upcmobile.com,0,,
23212,,webapn.at,,,*99#,webapn.at,0,,
23211,,data.bob,data@bob.at,ppp,*99#,bob.at,2,,
23210,4609,SATURNmobil,,,*99#,saturnmobil,0,,
23210,4608,SATURNmobil,,,*99#,saturnmobil,0,,
23210,4607,SATURNmobil,,,*99#,saturnmobil,0,,
23210,4606,SATURNmobil,,,*99#,saturnmobil,0,,
23210,4605,SATURNmobil,,,*99#,saturnmobil,0,,
23210,4604,Media Markt mobil,,,*99#,mmmobil,0,,
23210,4603,Media Markt mobil,,,*99#,mmmobil,0,,
23210,4602,Media Markt mobil,,,*99#,mmmobil,0,,
23210,4601,Media Markt mobil,,,*99#,mmmobil,0,,
23210,4600,Media Markt mobil,,,*99#,mmmobil,0,,
23210,,3,,,*99#,drei.at,0,,
23207,799,0677 web,,,*99#,webaut,0,,
23207,718,0677 web,,,*99#,webaut,0,,
23207,76,0677 web,,,*99#,webaut,0,,
23207,,tele.ring,web@telering.at,web,*99#,web,0,,
23205,,3,web,web,*99#,drei.at,0,,
23203,,T-Mobile A,t-mobile,tm,*99#,gprsinternet,0,,
23201,,A1,ppp@a1plus.at,ppp,*99#,a1.net,2,,
23106,,O2 Internet,,,*99#,o2internet,1,,
23103,,SWAN Internet,,,*99#,internet,1,,
23102,,T-Mobile Internet,,,*99#,internet,1,,
23101,,fLTE,,,*99#,flte,1,,
23101,,Orange Internet,,,*99#,internet,1,,
23003,,Internet,,,*99#,internet,0,,
23002,,O2 Internet,,,*99#,internet,2,,
23001,,T-Mobile Internet,wap,wap,*99#,internet.t-mobile.cz,0,,
22854,,Lycamobile,lmch,plus,*99#,data.lycamobile.ch,0,,
22853,,upcnet,,,*99#,Internet.ch.upcmobile.com,0,,
22808,,Tele2 Switzerland,,,*99#,internet.tele2.ch,1,,
22803,,Salt Internet,,,*99#,internet,2,,
22803,,Salt Prepay,,,*99#,click,2,,
22802,,Sunrise internet,,,*99#,internet,2,,
22801,,Swisscom,,,*99#,gprs.swisscom.ch,2,,
22610,,Orange Internet,,,*99#,net,0,,
22606,,Broadband,,,*99#,broadband,0,,
22605,,Digi internet,,,*99#,internet,0,,
22603,,Broadband,,,*99#,broadband,0,,
22601,,Vodafone Internet,,,*99#,internet.vodafone.ro,1,,
22299,8,FastWeb,,,*99#,datacard.fastweb.it,2,,
22299,,3 Ita,,,*99#,datacard.tre.it,2,,
22288,,INTERNET WIND,,,*99#,internet.wind,2,,
22210,,Vodafone IT,,,*99#,web.omnitel.it,2,,
22210,,DailyTelecomWAP,,,*99#,wap.dtm.it,0,,
22210,,PosteMobile,,,*99#,internet.postemobile.it,2,,
22210,,BT Mobile,,,*99#,internet.btitalia.it,2,,
22210,,ERG Mobile,,,*99#,mobile.erg.it,2,,
22201,,TIM,,,*99#,ibox.tim.it,1,,
22201,,CoopVoce,,,*99#,web.coopvoce.it,2,,
22201,,Tiscali Mobile,,,*99#,tiscalimobileinternet,2,,
22201,,MTV Mobile,,,*99#,ibox.tim.it,2,,
22201,,Noverca,,,*99#,web.noverca.it,2,,
22201,,FooConnect,openroamer.com,,*99#,openroamer.com,0,,
22005,,Vip mobile,vipmobile,vipmobile,*99#,vipmobile,0,,
22003,,mts internet,mts,064,*99#,gprsinternet,0,,
22003,,mts WAP,mts,064,*99#,gprswap,0,,
22003,,mts postpaid internet,mts,064,*99***1#,3gnet,1,,
22003,,mts prepaid internet,mts,064,*99***1#,prepaidnet,1,,
22001,,Telenor NET,telenor,gprs,*99#,net,2,,
22001,,Telenor INTERNET,telenor,gprs,*99#,internet,0,,
22001,,Telenor Univerzalni Servis,,,*99#,univerzalni,0,,
21910,,Vipnet,,,*99#,data.vip.hr,0,,
21902,,Tele2 Internet,,,*99#,internet.tele2.hr,1,,
21901,,Internet,,,*99#,internet.ht.hr,0,,
21901,,Web,,,*99#,web.htgprs,0,,
21890,,mInternet,,,*99#,minternet.bhmobile.ba,0,,
21805,,mtelgprs,,,*99#,mtelsmart,2,,
21803,,Mobilni Internet,,,*99#,web.eronet.ba,0,,
21803,,MI Start,,,*99#,gprs.eronet.ba,0,,
21670,,Vodafone Internet,,,*99#,internet.vodafone.net,0,,
21670,,upc mobilinternet,,,*99#,mobilinternet.upc.hu,0,,
21630,,Telekom HU NET,,,*99#,internet.telekom,1,,
21601,,Telenor Internet,,,*99#,net,0,,
21601,,Invitel,,,*99#,invitel.mobilnet,0,,
21421,,Jazztel,,,*99#,jazzinternet,0,,
21419,,KPN,,,*99#,gprs-service.com,1,,
21418,,ONO VPN,,,*99#,internet.ono.com,0,,
21407,,Movistar Internet,MOVISTAR,MOVISTAR,*99#,movistar.es,2,,
21406,13,Telecable,telecable,telecable,*99#,internet.telecable.es,1,,
21406,12,Mobil-R,,,*99#,mundo-r.com,0,,
21406,10,Racc,CLIENTERACC,RACC,*99#,internet.racc.net,1,,
21406,06,Eroski,wap@wap,wap125,*99#,gprs.eroskimovil.es,0,,
21406,02,Pepephone,,,*99#,gprsmov.pepephone.com,0,,
21405,,Tuenti,tuenti,tuenti,*99#,tuenti.com,1,,
21404,,YOIGO,,,*99#,internet,1,,
21403,55,llamaYA,,,*99#,llamaYA,0,,
21403,52,Carrefour,,,*99#,CARREFOURINTERNET,0,,
21403,,Orange,orange,orange,*99#,orangeworld,1,,
21401,,Vodafone,vodafone,vodafone,*99#,ac.vodafone.es,1,,
20823,,VM GPRS,,,*99#,virgin-mobile.fr,0,,
